!,0,0,25000,不可読文字
?,0,0,25000,不明文字
いひやつ,2165,2754,14923,動詞
いひやら,2157,2722,13260,動詞
いひやり,2163,2746,11309,動詞
いひやる,2159,2730,11498,動詞
いひやる,2161,2738,10066,動詞
いひやれ,2151,2698,10592,動詞
いひやれ,2153,2706,12985,動詞
うた,7675,8961,11177,名詞
おいつい,2037,2508,11267,動詞
おいつか,2031,2490,11856,動詞
おいつき,2039,2514,9960,動詞
おいつく,2033,2496,11351,動詞
おいつく,2035,2502,10416,動詞
おいつけ,2025,2472,11070,動詞
おいつけ,2027,2478,12520,動詞
おとこ,7675,8961,10250,名詞
おもう,1728,2133,15960,動詞
おもしろから,7740,9537,8975,形容詞
おもしろかり,7760,9701,7755,形容詞
おもしろかる,7754,9647,9060,形容詞
おもしろかれ,7730,9447,10107,形容詞
おもしろかれ,7734,9483,9588,形容詞
おもしろき,7750,9611,7157,形容詞
おもしろく,7738,9519,11793,形容詞
おもしろく,7758,9683,6423,形容詞
おもしろけれ,7732,9465,7550,形容詞
おもしろし,7743,9556,9453,形容詞
おもつ,2121,2632,13914,動詞
おもは,2101,2612,10698,動詞
おもひ,2118,2629,9342,動詞
おもふ,2106,2617,10783,動詞
おもふ,2111,2622,9281,動詞
おもへ,2091,2602,12162,動詞
おもへ,2094,2605,12920,動詞
か,1038,1047,5735,助詞
か,913,920,6478,助詞
か,988,997,11663,助詞
かい,2037,2508,8802,動詞
かか,2031,2490,10155,動詞
かき,2039,2514,7084,動詞
かきり,7687,9115,8434,名詞
かく,2033,2496,9046,動詞
かく,2035,2502,6137,動詞
かけ,2025,2472,9625,動詞
かけ,2027,2478,11590,動詞
かすかの,7099,8492,11225,名詞
かすかの,7103,8494,9243,名詞
かは,913,921,9991,助詞
から,1037,1046,7721,助詞
から,983,992,12105,助詞
かりきぬ,7675,8961,8760,名詞
き,1783,2206,10234,動詞
き,1786,2209,10288,動詞
き,603,605,8868,助動詞
きき,1786,2209,10288,動詞
ききよ,1781,2204,10860,動詞
ききる,1784,2207,9376,動詞
ききる,1784,2207,9376,動詞
ききれ,1782,2205,10302,動詞
きつ,7028,8418,14788,動詞
きら,6867,8249,12467,動詞
きり,6975,8363,9701,動詞
きる,1784,2207,9376,動詞
きる,1784,2207,9376,動詞
きる,6915,8299,11027,動詞
きる,6945,8331,10796,動詞
きれ,1782,2205,10302,動詞
きれ,6748,8124,10883,動詞
きれ,6778,8156,11897,動詞
けま,793,800,12484,助動詞
けむ,606,608,10146,助動詞
けむ,608,610,7831,助動詞
けめ,605,607,9040,助動詞
けら,612,616,10802,助動詞
けり,613,618,7132,助動詞
ける,614,620,7463,助動詞
けれ,611,614,8619,助動詞
けん,607,609,8767,助動詞
けん,609,611,7177,助動詞
こそ,912,919,7418,助詞
こそ,912,919,7418,助詞
こと,7675,8975,5288,名詞
ことき,625,632,7752,助動詞
ことく,622,629,10336,助動詞
ことく,626,633,6213,助動詞
ことし,623,630,8905,助動詞
さす,560,562,9796,助動詞
さする,562,564,9123,助動詞
さすれ,556,558,9444,助動詞
させ,558,560,9602,助動詞
させ,564,566,9219,助動詞
させよ,554,556,8982,助動詞
さへ,931,938,4476,助詞
さら,657,664,8335,助動詞
さり,674,681,8816,助動詞
さる,668,675,9597,助動詞
され,645,652,11172,助動詞
され,650,657,10682,助動詞
し,604,606,7928,助動詞
し,639,646,11424,助動詞
し,640,647,7364,助動詞
し,641,648,8013,助動詞
し,940,949,8217,助詞
しか,601,603,8326,助動詞
しつ,2165,2754,14162,動詞
して,5358,1019,13832,動詞
してて,0,0,25000,不明
しのふ,7675,8961,9475,名詞
しのふすり,7675,8961,10985,名詞
しむ,569,571,9351,助動詞
しむる,570,572,8643,助動詞
しむれ,567,569,9241,助動詞
しめ,568,570,10511,助動詞
しめ,571,573,7174,助動詞
しめよ,566,568,9759,助動詞
しも,931,938,3863,助詞
しら,2157,2722,9439,動詞
しり,2163,2746,8251,動詞
しる,2159,2730,10840,動詞
しる,2161,2738,8863,動詞
しれ,2151,2698,10562,動詞
しれ,2153,2706,11173,動詞
す,561,563,11145,助動詞
す,655,662,11966,助動詞
す,659,666,9673,助動詞
す,672,679,8505,助動詞
すそ,7675,8961,10409,名詞
すら,931,938,9772,助詞
すりころも,7675,8961,10984,名詞
する,563,565,9819,助動詞
すれ,557,559,9460,助動詞
せ,559,561,10612,助動詞
せ,565,567,9523,助動詞
せ,602,604,10719,助動詞
せよ,555,557,9803,助動詞
そ,1094,1103,6650,助詞
そ,912,919,4047,助詞
