!,0,0,25000,不可読文字
その,8998,11077,11610,連体詞
そま,2139,2662,11122,動詞
そみ,2147,2686,9389,動詞
そむ,2141,2668,9161,動詞
そむ,2143,2674,9902,動詞
そめ,2133,2644,12746,動詞
そめ,2135,2650,11171,動詞
そん,2149,2692,10582,動詞
たから,864,871,11177,助動詞
たかり,895,902,11035,助動詞
たき,876,883,9214,助動詞
たく,861,868,12803,助動詞
たく,891,898,10830,助動詞
たけれ,850,857,10661,助動詞
たし,867,874,11430,助動詞
たに,931,938,4078,助詞
たら,678,685,7738,助動詞
たら,686,693,14207,助動詞
たり,679,686,8260,助動詞
たり,682,689,8621,助動詞
たり,687,694,13807,助動詞
たり,691,698,13677,助動詞
たる,680,687,6383,助動詞
たる,688,695,13255,助動詞
たれ,1,1,8540,代名詞
たれ,675,682,9516,助動詞
たれ,676,683,8383,助動詞
たれ,683,690,13744,助動詞
たれ,684,691,13244,助動詞
つ,1034,1043,7092,助詞
つ,695,702,7324,助動詞
ついて,7675,8961,6362,名詞
つつ,981,990,5980,助詞
つる,696,703,6641,助動詞
つれ,693,700,8501,助動詞
て,1010,1019,7075,助詞
て,694,701,10364,助動詞
て,697,704,10765,助動詞
てしか,697,1111,15765,助動詞
てしかな,697,1115,20765,助動詞
てよ,692,699,9167,助動詞
と,1016,1025,11562,助詞
と,1059,1068,4152,助詞
と,690,697,15465,助動詞
と,981,990,6805,助詞
とも,981,990,8825,助詞
とも,981,990,6724,助詞
な,1106,1115,8188,助詞
な,655,662,11966,助動詞
な,710,717,13130,助動詞
な,712,719,9518,助動詞
な,712,719,9518,助動詞
な,717,724,11210,助動詞
なから,1017,1026,6141,助詞
なと,957,966,2361,助詞
なむ,1094,1103,8027,助詞
なむ,712,719,12729,助動詞
なむ,912,919,7172,助詞
なら,702,709,11849,助動詞
なら,709,716,5694,助動詞
ならなくに,709,1071,15694,助動詞
なり,703,710,14131,助動詞
なり,705,712,13949,助動詞
なり,710,717,7323,助動詞
なり,714,721,7660,助動詞
なる,704,711,11506,助動詞
なる,711,718,3825,助動詞
なれ,700,707,12996,助動詞
なれ,706,713,10580,助動詞
なれ,707,714,6201,助動詞
なん,712,719,10817,助動詞
なん,712,719,10817,助動詞
に,1018,1027,8227,助詞
に,1062,1071,4666,助詞
に,1114,1123,11705,助詞
に,670,677,11249,助動詞
に,713,720,4117,助動詞
に,720,727,9558,助動詞
にしか,720,1111,14558,助動詞
にしかな,720,1115,19558,助動詞
にて,1034,1043,8194,助詞
ぬ,661,668,7932,助動詞
ぬ,718,725,8787,助動詞
ぬる,719,726,7980,助動詞
ぬれ,716,723,8524,助動詞
ね,1114,1123,11705,助詞
ね,647,654,9360,助動詞
ね,715,722,9030,助動詞
の,1066,1075,5271,助詞
の,1091,1100,10287,助詞
の,1122,1131,11208,助詞
のみ,931,938,2895,助詞
は,1019,1028,6452,助詞
は,914,921,4513,助詞
はかり,931,938,2686,助詞
はや,1094,1103,6630,助詞
へ,1067,1076,8356,助詞
へ,1094,1103,12682,助詞
へい,746,753,9961,助動詞
へう,764,771,10637,助動詞
へか,753,760,9967,助動詞
へから,735,742,9571,助動詞
へかり,772,779,9654,助動詞
へかる,761,768,9939,助動詞
へかん,755,762,9917,助動詞
へき,749,756,7846,助動詞
へく,731,738,10914,助動詞
へく,767,774,8311,助動詞
へけれ,721,728,9178,助動詞
へし,740,747,9861,助動詞
ま,793,800,12484,助動詞
まし,777,784,7110,助動詞
まし,778,785,6859,助動詞
まし,783,790,9010,助動詞
ましい,786,793,9729,助動詞
ましう,787,794,10390,助動詞
ましか,775,782,8923,助動詞
ましか,776,783,9512,助動詞
ましから,782,789,9543,助動詞
ましかり,789,796,9495,助動詞
ましかる,786,793,9729,助動詞
ましき,784,791,8307,助動詞
ましく,781,788,12425,助動詞
ましく,788,795,7414,助動詞
ましけれ,779,786,8925,助動詞
ませ,776,783,11484,助動詞
まて,961,970,4851,助詞
まほし,902,909,10539,助動詞
まほしから,901,908,10071,助動詞
まほしかり,910,917,10108,助動詞
まほしかる,907,914,10311,助動詞
まほしき,905,912,9228,助動詞
まほしく,900,907,12800,助動詞
まほしく,909,916,8542,助動詞
まほしけれ,898,905,9551,助動詞
みたれ,7675,8961,11675,名詞
みちのく,7103,8494,10333,名詞
む,794,801,7231,助動詞
む,796,803,6646,助動詞
むす,799,806,4404,助動詞
むする,800,807,6235,助動詞
むすれ,798,805,7646,助動詞
め,792,799,7234,助動詞
め,803,810,7146,助動詞
めり,802,809,6761,助動詞
めり,804,811,9012,助動詞
める,803,810,7146,助動詞
めれ,801,808,4827,助動詞
めん,803,810,7146,助動詞
も,917,924,4145,助詞
もかな,1094,1115,12068,助詞
もちすり,7675,8961,10940,名詞
ものから,7662,1046,11474,名詞
ものの,7662,1066,9024,名詞
ものを,7662,1032,11758,名詞
や,1128,1137,12468,助詞
や,920,927,5181,助詞
やつ,7039,8430,11072,動詞
やつ,845,852,12966,助動詞
やは,920,921,8694,助詞
やら,6872,8255,5328,動詞
やら,841,848,12012,助動詞
やり,6982,8371,5946,動詞
やり,844,851,11143,助動詞
やる,6920,8305,5867,動詞
やる,6950,8337,5420,動詞
やる,842,849,11293,助動詞
やる,843,850,10728,助動詞
やれ,6753,8130,6645,動詞
やれ,6783,8162,8198,動詞
やれ,838,845,12083,助動詞
やれ,839,846,11485,助動詞
ゆ,1034,1043,9817,助詞
ゆえ,7687,9115,8858,名詞
ゆへ,7687,9115,8859,名詞
ゆり,1069,1078,4895,助詞
ゆゑ,7687,9115,7988,名詞
よ,1069,1078,4895,助詞
よ,1133,1142,7584,助詞
より,1069,1078,4895,助詞
ら,816,823,12245,助動詞
らし,805,812,8394,助動詞
らし,806,813,6768,助動詞
らし,807,814,8544,助動詞
らしき,807,814,8544,助動詞
らむ,809,816,10337,助動詞
らむ,811,818,10021,助動詞
らめ,808,815,10699,助動詞
らる,587,589,13586,助動詞
らるる,591,593,13626,助動詞
らるれ,581,583,12846,助動詞
られ,584,586,14472,助動詞
られ,597,599,11816,助動詞
られよ,578,580,12723,助動詞
らん,810,817,9009,助動詞
らん,812,819,8334,助動詞
り,817,824,11569,助動詞
り,820,827,12254,助動詞
る,588,590,11925,助動詞
る,818,825,10509,助動詞
るる,593,595,11713,助動詞
るれ,582,584,10860,助動詞
れ,585,587,13429,助動詞
れ,598,600,11219,助動詞
れ,814,821,12609,助動詞
れ,815,822,11621,助動詞
れよ,579,581,11714,助動詞
わかむらさき,7675,8961,10984,名詞
われ,1,1,4635,代名詞
を,1023,1032,8005,助詞
を,1070,1079,4685,助詞
を,1146,1155,7007,助詞
をいつい,2037,2508,11267,動詞
をいつか,2031,2490,11856,動詞
をいつき,2039,2514,9960,動詞
をいつく,2033,2496,11351,動詞
をいつく,2035,2502,10416,動詞
をいつけ,2025,2472,11070,動詞
をいつけ,2027,2478,12520,動詞
ん,795,802,4680,助動詞
ん,797,804,3918,助動詞
んす,799,806,7230,助動詞
んする,800,807,8074,助動詞
んすれ,798,805,9223,助動詞
